,user,attachments,pdf,working_day_emails,address_count,weekend_emails,working_day_files,weekend_files,tld_li,tld_gov,tld_eu,black_domains,weekend_device,email_size,tld_com,jpg,recipients,zip,doc,exe,weekday_device,email_size,role,functional_unit,department,team,insider
10,YIC0195,0.19226942212016834,0.0,0.22848588537211292,0.0,0.5555555555555556,0.0,0.0,0.0,0.07599284773197817,0.0,0.3402101034230027,0.0,0.5028951287335008,0.25216930599589527,0.0,0.4657936486541798,0.0,0.0,0.0,0.0,0.5028951287335008,21,6,1,-1,0
11,WPR0368,0.20553601468114385,0.0,0.05713285209030561,0.0,0.5555555555555556,0.0,0.0,0.5469634230503797,0.11787592869570968,0.0,0.10532994923857865,0.0,0.2432212963016589,0.26701817491361274,0.0,0.45014799822378126,0.0,0.0,0.0,0.0,0.2432212963016589,7,1,6,3,0
12,NAH0503,0.24977375565610854,0.0,0.0,0.0,0.7777777777777777,0.0,0.0,0.0,0.15323147985300517,0.2,0.15475852876953172,0.0,0.27692760928043647,0.39491620537307187,0.0,0.7780854906682713,0.0,0.0,0.0,0.0,0.27692760928043647,1,5,2,2,0
13,IAR0694,0.3682536451309194,0.0,0.22767545009073512,0.0,0.4444444444444444,0.0,0.0,0.0,0.15115289713264699,0.4,0.0,0.0,0.432757071166888,0.24397337947052578,0.0,0.5563796165978543,0.0,0.0,0.0,0.0,0.432757071166888,22,2,2,4,0
14,AMW0392,0.5418933623503809,0.0,0.2841184711322697,0.0,0.4444444444444444,0.0,0.0,0.0,0.09408638290625869,0.0,0.0,0.0,0.4347725545261145,0.20850905366567524,0.0,0.47384109235819594,0.0,0.0,0.0,0.0,0.4347725545261145,22,2,2,2,0
15,JCR0172,0.5013157894736843,0.1220993882150907,0.2298706933958171,0.0,0.7777777777777777,0.1,0.11538461538461539,0.0,0.060794278185582536,0.2,0.0,0.09090909090909091,0.431065428075911,0.3785953637636225,0.11428571428571425,0.4896273646186504,0.07936507936507933,0.1231591607643993,0.0095238095238095,0.09090909090909091,0.431065428075911,1,5,2,1,0
16,IRM0931,0.7050652978032762,0.20788040702649577,0.23132071261204304,0.0,0.4444444444444444,0.2,0.23076923076923078,0.0,0.1298565782044043,0.2,0.0,0.09090909090909091,0.421230268757407,0.22333363044336996,0.1918429003021148,0.49376456990076445,0.10976837865055386,0.22632327131831143,0.0332326283987915,0.09090909090909091,0.421230268757407,0,2,2,6,0
17,BQS0525,0.4795564795564795,0.10327163445119869,0.0,0.0,0.1111111111111111,0.06666666666666667,0.07692307692307693,0.0,0.0,0.0,0.0,0.7272727272727273,0.6367694090745228,0.05027559080291624,0.0909090909090909,0.3840969205207605,0.015151515151515133,0.08495620375882304,0.0,0.6363636363636364,0.6367694090745228,6,5,3,2,0
18,IKP0472,0.18868688914771867,0.11815413816283761,0.22895118104006681,0.0,0.05555555555555555,0.1,0.11538461538461539,0.0,0.07554318591107889,0.0,0.11503139193160562,0.09090909090909091,0.3554687359087314,0.005791777667027157,0.087719298245614,0.5056691103933746,0.059941520467836226,0.11587317217271427,0.0175438596491228,0.09090909090909091,0.3554687359087314,3,3,3,2,0
19,NOB0181,0.0,0.17666359166516088,0.0,0.0,0.1111111111111111,0.16666666666666666,0.19230769230769232,0.0,0.0,0.0,0.12208698661744344,0.09090909090909091,0.369980418846918,0.05464339884007979,0.13449367088607594,0.5161262578481116,0.06962025316455696,0.17584161229588752,0.0126582278481012,0.09090909090909091,0.369980418846918,6,5,3,1,0
20,RRC0553,0.0,0.7603305785123967,0.056372968349016256,0.0,0.4444444444444444,0.8,0.9615384615384616,0.0,0.09727084509693207,0.0,0.0,0.09090909090909091,0.3910807499767799,0.2226990201819304,0.6203703703703703,0.6159552648496405,0.4753086419753086,0.8035547240411599,0.1851851851851851,0.09090909090909091,0.3910807499767799,16,2,1,3,0
21,CJM0521,0.3356643356643356,0.0,0.05714285714285715,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5048457123790282,0.05087298831577837,0.0,0.6865405620215448,0.0,0.0,0.0,0.0,0.5048457123790282,6,5,3,2,0
22,HAD0246,0.5032980030023201,0.09068811596764928,0.23013314031278106,0.0,0.5,0.1,0.07692307692307693,0.0,0.060794278185582536,0.5333333333333333,0.10532994923857865,0.09090909090909091,0.48164475270919027,0.236964401245275,0.06862745098039215,0.3914946536734645,0.0522875816993464,0.1010289990645463,0.0294117647058823,0.09090909090909091,0.48164475270919027,26,2,3,1,0
23,HPH0075,0.6653027823240589,0.7483541742604013,0.0005208293905236312,0.08571428571428572,1.0,0.7666666666666666,0.8846153846153847,0.0,0.10645875863267168,0.2,0.10532994923857865,0.6363636363636364,0.37506070036298667,0.434534751957155,0.6113861386138614,0.550828134807281,0.39686468646864675,0.7438385092017152,0.141089108910891,0.6363636363636364,0.37506070036298667,34,2,3,1,0
24,DAR0885,0.5004153513872737,0.0,0.05791055252133097,0.0,0.1111111111111111,0.0,0.0,0.0,0.11821109647196604,0.2,0.0,0.0,0.6294379475546297,0.052384516600088624,0.0,0.647842838436862,0.0,0.0,0.0,0.0,0.6294379475546297,6,5,3,5,0
25,ALB0892,0.58193324794696,0.0,0.22729712987817466,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41690438761830073,0.05222981362232998,0.0,0.5302948732841504,0.0,0.0,0.0,0.0,0.41690438761830073,6,5,3,5,0
26,JHP0583,0.18574108818011253,0.1446754694615871,0.0,0.0,0.05555555555555555,0.13333333333333333,0.15384615384615385,0.0,0.07237414069712207,0.0,0.1818287079921449,0.18181818181818182,0.45704766554665,0.0044104038176158294,0.1217008797653959,0.6752470595145441,0.08699902248289343,0.15080281678549579,0.0351906158357771,0.18181818181818182,0.45704766554665,3,3,3,3,0
27,ATE0869,0.39062740866348084,0.12082458170411359,0.22743617305164762,0.014285714285714287,0.8333333333333333,0.1,0.11538461538461539,0.0,0.06722444222444224,0.2,0.13166243654822332,0.09090909090909091,0.43516791612106154,0.37324002033596887,0.1021897810218978,0.466103790965434,0.0656934306569343,0.12425829446989818,0.0145985401459854,0.09090909090909091,0.43516791612106154,1,5,2,5,0
28,AHC0142,0.0,0.0,0.39905902480752786,0.0,0.4444444444444444,0.0,0.0,0.0,0.11136650959659809,0.0,0.11152582860555386,0.0,0.4242085224422656,0.22596864438072892,0.0,0.5279615295718756,0.0,0.0,0.0,0.0,0.4242085224422656,31,3,4,-1,0
29,JKJ0698,0.5485696957444658,0.0,0.2302118743878702,0.0,0.05555555555555555,0.0,0.0,0.0,0.12072254101239609,0.0,0.11059644670050758,0.0,0.4898884225386517,0.00531293776135159,0.0,0.5071806560175816,0.0,0.0,0.0,0.0,0.4898884225386517,3,3,3,4,0
30,NGF0157,0.5170118343195267,0.12028108012551378,0.25526090675791274,0.0,0.4444444444444444,0.1,0.11538461538461539,0.0,0.08228720481684909,0.0,0.13926174496644292,0.09090909090909091,0.38802768501746776,0.21164548641300018,0.08235294117647055,0.5776633341823736,0.07843137254901959,0.11410334011995817,0.0,0.09090909090909091,0.38802768501746776,28,4,3,-1,0
31,BDI0533,0.4176191087710287,0.19595792637114953,0.22529408565198258,0.0,0.1111111111111111,0.2,0.19230769230769232,0.0,0.0,0.0,0.10532994923857865,0.18181818181818182,0.33888456297729874,0.05275996368265659,0.14625,0.5607336731196577,0.10333333333333333,0.20268942937324602,0.035,0.18181818181818182,0.33888456297729874,6,5,3,2,0
32,FKK0055,0.220625528317836,0.16867313073469123,0.0023576416476077076,0.3857142857142857,0.4444444444444444,0.13333333333333333,0.15384615384615385,0.0,0.10638998682476944,0.21666666666666667,0.17653892900550505,0.09090909090909091,0.6346702217104543,0.24045531928119052,0.1062992125984252,0.4179396762178218,0.09448818897637792,0.14995249073753525,0.0236220472440944,0.09090909090909091,0.6346702217104543,15,2,1,-1,0
33,ESJ0670,0.5234268508534575,0.7076465447185636,0.2587534291023863,0.0,0.5,0.7333333333333333,0.8461538461538463,0.0,0.060794278185582536,0.4273972602739726,0.0,0.09090909090909091,0.462286712375942,0.23472472632655195,0.5952380952380952,0.4639874488893021,0.36961451247165533,0.7312575170386207,0.1292517006802721,0.09090909090909091,0.462286712375942,15,2,1,4,0
34,BRB0355,0.5199506375976964,0.09875153859679972,0.2800939770358679,0.0,0.5,0.1,0.07692307692307693,0.0,0.08417669287234504,0.0,0.0,0.18181818181818182,0.5239916993086116,0.2355465385735553,0.0829787234042553,0.51562064265255,0.0581560283687943,0.09737475867284992,0.0212765957446808,0.18181818181818182,0.5239916993086116,35,5,3,2,0
35,HLH0512,0.19329705664110805,0.0,0.39623609923011127,0.0,0.1111111111111111,0.0,0.0,0.0,0.060794278185582536,0.0,0.17379441624365477,0.0,0.48784238417126424,0.04820150773090942,0.0,0.5098558571812966,0.0,0.0,0.0,0.0,0.48784238417126424,6,5,3,2,0
36,CTR0341,0.49431042330450614,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44114796163478864,0.06352148147612531,0.0,0.4070300560366782,0.0,0.0,0.0,0.0,0.44114796163478864,6,5,3,1,0
37,FOB0756,0.6832092638544253,0.11119459053343352,0.3989258749581583,0.0,0.1111111111111111,0.06666666666666667,0.15384615384615385,0.0,0.08187616497574422,0.2,0.10532994923857865,0.09090909090909091,0.35951085709275077,0.05792765123680062,0.09259259259259255,0.5055077346610481,0.04320987654320986,0.09448082319925163,0.0185185185185185,0.09090909090909091,0.35951085709275077,6,5,3,4,0
38,IIW0249,0.0,0.0811419984973704,0.0,0.0,0.4444444444444444,0.06666666666666667,0.038461538461538464,0.0,0.09119141727837381,0.23333333333333336,0.11285351704133427,0.7272727272727273,0.47837250488824345,0.23261345244018278,0.0744047619047619,0.6028205096139923,0.05357142857142856,0.09140718962982758,0.0238095238095238,0.7272727272727273,0.47837250488824345,26,2,3,1,0
39,BRS0734,0.4714377944095072,0.7594891059353869,0.39531773890642363,0.0,0.7222222222222222,0.8,0.9230769230769231,0.0,0.07816407195289184,0.22222222222222224,0.0,0.09090909090909091,0.5121433850284927,0.36522253817856937,0.72,0.5364058750949994,0.391111111111111,0.7994761459307763,0.1733333333333333,0.09090909090909091,0.5121433850284927,1,5,2,4,0
40,RAW0915,0.0,0.09841739172584281,0.22980254513065182,0.0,0.4444444444444444,0.1,0.07692307692307693,0.0,0.11522636446802272,0.0,0.32997556711670906,0.09090909090909091,0.43358451615190674,0.24555179118000936,0.07419354838709676,0.407745022368033,0.05591397849462363,0.09483689912188055,0.0064516129032258,0.09090909090909091,0.43358451615190674,15,2,1,6,0
41,ABC0174,0.4047360581656611,0.09980031900746092,0.2297166196096659,0.0,0.7222222222222222,0.1,0.07692307692307693,0.0,0.17601694155302172,0.2,0.7504758883248729,0.18181818181818182,0.41377056335256235,0.41137302024370537,0.0641711229946524,0.5711433972322437,0.0641711229946524,0.101839392105171,0.0160427807486631,0.18181818181818182,0.41377056335256235,1,5,2,1,1
42,JKF0465,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2441972810984261,0.010474201567333499,0.0,0.5426916773828596,0.0,0.0,0.0,0.0,0.2441972810984261,3,3,3,2,0
43,HDD0806,0.3763736263736263,0.0,0.05705207660480789,0.0,0.4444444444444444,0.0,0.0,0.0,0.15705188531275485,0.0,0.11703327693175405,0.0,0.524912831512296,0.2402709567045564,0.0,0.5673408636984778,0.0,0.0,0.0,0.0,0.524912831512296,2,2,2,5,0
44,SMH0291,0.6327322529102946,0.0,0.05756306935002177,0.0,0.05555555555555555,0.0,0.0,0.0,0.1013237969759709,0.2,0.1269935558195629,0.0,0.4229927693702109,0.003980451313712392,0.0,0.5753252452998954,0.0,0.0,0.0,0.0,0.4229927693702109,3,3,3,1,0
45,AOK0844,0.16742265461256914,0.1641637344116683,0.28518466173243584,0.0,0.05555555555555555,0.16666666666666666,0.19230769230769232,0.0,0.07536480766807753,0.0,0.1744951090390187,0.09090909090909091,0.44538330347451627,0.005355555566387109,0.11003861003861,0.48255887830743216,0.10296010296010295,0.16402584597158965,0.0231660231660231,0.09090909090909091,0.44538330347451627,3,3,3,5,0
46,CMB0912,0.19839265212399537,0.0,0.28579982891360134,0.0,0.7222222222222222,0.0,0.0,0.0,0.18449130663254817,0.0,0.1152046319796954,0.0,0.45498156715759563,0.3457750666269238,0.0,0.5075821156926761,0.0,0.0,0.0,0.0,0.45498156715759563,14,2,2,6,0
47,MLM0950,0.2049773755656108,0.2120229882814406,0.05750076202275253,0.0,0.05555555555555555,0.23333333333333334,0.2692307692307693,0.0,0.09658658049397745,0.0,0.12501779021775222,0.18181818181818182,0.4153032956242839,0.00681951188214679,0.1831168831168831,0.521131848284166,0.11601731601731599,0.23722133806324636,0.0519480519480519,0.18181818181818182,0.4153032956242839,3,3,3,6,0
48,DRR0242,0.614158749616917,0.0,0.05645851154833191,0.0,0.4444444444444444,0.0,0.0,0.0,0.18806012123555688,0.0,0.0,0.0,0.5318580952048055,0.21978993544915743,0.0,0.5183864182043649,0.0,0.0,0.0,0.0,0.5318580952048055,0,2,2,1,0
49,LBF0214,0.5372995584475947,0.15679318506634732,0.05626484776571701,0.0,0.7222222222222222,0.13333333333333333,0.15384615384615385,0.0,0.2640593578808682,0.0,0.20897191852141084,0.09090909090909091,0.5082841993226737,0.37953190434320283,0.1052631578947368,0.45871067369236673,0.08897243107769423,0.1483151283259599,0.0451127819548872,0.09090909090909091,0.5082841993226737,25,1,6,1,0
50,LBH0942,0.6484219247598582,0.8006727004045159,0.22620823515875518,0.0,0.4444444444444444,0.7666666666666666,0.9230769230769231,0.0,0.060794278185582536,0.0,0.0,0.7272727272727273,0.4491200566655298,0.24292779238883216,0.6125827814569536,0.4400343193110352,0.3782192788815305,0.7814693437575502,0.1677704194260485,0.7272727272727273,0.4491200566655298,2,2,2,6,0
51,QOS0878,0.3836282177841902,0.10598138579248378,0.22978539814780377,0.04285714285714286,0.7222222222222222,0.06666666666666667,0.07692307692307693,0.0,0.248068606389446,0.0,0.0,0.09090909090909091,0.3751136535015416,0.38400371494848357,0.1530612244897959,0.4982989548472698,0.040816326530612235,0.0721635707603902,0.0204081632653061,0.18181818181818182,0.3751136535015416,1,5,2,5,0
52,NGC0058,0.34090909090909094,0.09371329403921652,0.47950473948881767,0.0,0.4444444444444444,0.06666666666666667,0.15384615384615385,0.0,0.1431749305095241,0.0,0.0,0.09090909090909091,0.354569857683261,0.24176639843170328,0.0704225352112676,0.548074818017624,0.04694835680751173,0.08964544987417487,0.0140845070422535,0.09090909090909091,0.354569857683261,4,2,1,1,0
53,PTH0830,0.3478657840675645,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.17803905598909003,0.0,0.26657613455844853,0.005278924312535224,0.0,0.6381715637321195,0.0,0.0,0.0,0.0,0.26657613455844853,3,3,3,5,0
54,WIQ0567,0.4161182071226035,0.23109699925399488,0.22352437981180492,0.0,0.4444444444444444,0.2,0.23076923076923078,0.0,0.060794278185582536,0.0,0.0,0.09090909090909091,0.42628453474571515,0.23179647363933858,0.17314487632508835,0.4853343437352189,0.12956419316843343,0.22062163046604102,0.0318021201413427,0.09090909090909091,0.42628453474571515,0,2,2,3,0
55,BSS0369,0.0,0.3194738774918888,0.0,0.0,0.5,0.3333333333333333,0.38461538461538464,0.0,0.060794278185582536,0.0,0.10532994923857865,1.0,0.6066316965965779,0.30626985144784336,0.2623318385650224,0.550508091146261,0.1584454409566517,0.3377449273660057,0.1210762331838565,1.0,0.6066316965965779,7,1,6,3,1
56,DLM0051,0.0,0.8132810399851116,0.4833319323368128,0.0,0.9444444444444444,0.8,0.9230769230769231,0.0,0.1894349708262752,0.0,0.0,0.7272727272727273,0.45898545016417813,0.46921155469142956,0.625,0.5136327337795059,0.40519877675840976,0.7869139468422002,0.1536697247706422,0.7272727272727273,0.45898545016417813,27,2,3,-1,0
57,NAF0326,0.18687946552844023,0.202854996243426,0.39360552223381484,0.0,0.8333333333333333,0.2,0.19230769230769232,0.0,0.0,0.0,0.0,0.18181818181818182,0.46214894791681793,0.370051971125669,0.175,0.43503448516270193,0.11,0.1953648269410664,0.045,0.18181818181818182,0.46214894791681793,1,5,2,1,0
58,OBH0499,0.0,0.0930527505703789,0.22535004525111266,0.0,0.7777777777777777,0.06666666666666667,0.07692307692307693,0.0,0.30622303086071206,0.0,0.15647574189769617,0.7272727272727273,0.3783643798897689,0.36504550779889,0.073394495412844,0.5065351421481843,0.050458715596330264,0.08527218269668128,0.0275229357798165,0.7272727272727273,0.3783643798897689,1,5,2,2,0
59,EHB0420,0.0,0.0,0.3712377062555319,0.0,0.4444444444444444,0.0,0.0,0.0,0.060794278185582536,0.30000000000000004,0.10532994923857865,0.0,0.3753554287807379,0.21374748945000058,0.0,0.5325636350601162,0.0,0.0,0.0,0.0,0.3753554287807379,9,2,3,6,0
60,RAM0447,0.16473516372404134,0.0,0.2288941597324831,0.0,0.05555555555555555,0.0,0.0,0.0,0.07994863980569758,0.0,0.0,0.0,0.39829236428083803,0.009910694043008015,0.0,0.43969273081561155,0.0,0.0,0.0,0.0,0.39829236428083803,3,3,3,2,0
61,RZC0746,0.629059829059829,0.0,0.2883832335329342,0.0,0.7777777777777777,0.0,0.0,0.0,0.2132230806333988,0.2,0.0,0.0,0.39846163321714734,0.3733353104809174,0.0,0.39005953575489993,0.0,0.0,0.0,0.0,0.39846163321714734,1,5,2,4,0
62,BVC0790,0.0,0.11757934876600087,0.22722654070740508,0.0,0.4444444444444444,0.1,0.11538461538461539,0.0,0.07629085889955456,0.2680851063829787,0.0,0.18181818181818182,0.424553640269826,0.19596046234240058,0.0773584905660377,0.48134164634332954,0.05786163522012576,0.11913797059498385,0.0415094339622641,0.18181818181818182,0.424553640269826,35,5,3,5,0
63,LDD0560,0.6544225005763468,0.0,0.22745936698032507,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37547409206521287,0.2436369259956292,0.0,0.46653707520655097,0.0,0.0,0.0,0.0,0.37547409206521287,22,2,2,3,0
64,MDH0686,0.1913139087410665,0.0,0.28177929854576567,0.0,0.4444444444444444,0.0,0.0,0.0,0.07248548552896379,0.0,0.1723580987540378,0.0,0.39927670447604413,0.2265611398891228,0.0,0.5393609299656204,0.0,0.0,0.0,0.0,0.39927670447604413,2,2,2,4,0
65,JAJ0849,0.5264033264033264,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.08060364972919931,0.2,0.1865844815083393,0.0,0.6649852388126529,0.004500962573442138,0.0,0.6249865759799533,0.0,0.0,0.0,0.0,0.6649852388126529,3,3,3,5,0
66,MAD0496,0.47698936794064406,0.0,0.22865697177074426,0.0,0.7777777777777777,0.0,0.0,0.0,0.1740927057132591,0.0,0.19416243654822335,0.0,0.42080094549339364,0.40698881668181397,0.0,0.2890745338925296,0.0,0.0,0.0,0.0,0.42080094549339364,1,5,2,2,0
67,IIL0513,0.36923076923076925,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.10253968253968256,0.0,0.0,0.0,0.23484603908724289,0.05401625899913151,0.0,0.6828781493441332,0.0,0.0,0.0,0.0,0.23484603908724289,6,5,3,2,0
68,TDS0984,0.37008716929194063,0.7359922117226273,0.22799419793952466,0.0,0.4444444444444444,0.7666666666666666,0.9230769230769231,0.0,0.07295313382269904,0.0,0.14144307469180561,0.09090909090909091,0.5394853461396778,0.2468686719946271,0.6197183098591549,0.48699055915360656,0.3779342723004695,0.777282968155048,0.1056338028169014,0.09090909090909091,0.5394853461396778,41,1,3,-1,0
69,MCD0125,0.6360281784636028,0.24042073628850488,0.22483827376303292,0.04285714285714286,0.4444444444444444,0.26666666666666666,0.3076923076923077,0.0,0.10638998682476944,0.26,0.2609310106137516,0.09090909090909091,0.39292887718868386,0.21159474020614694,0.23148148148148145,0.47302209599185296,0.12345679012345676,0.2656688493919551,0.037037037037037,0.09090909090909091,0.39292887718868386,26,3,2,-1,0
70,NMS0280,0.41917502787068,0.10880404343965576,0.0,0.0,0.1111111111111111,0.1,0.15384615384615385,0.0,0.060794278185582536,0.0,0.12128903245654513,0.09090909090909091,0.3407023124878865,0.05990549680143213,0.1534090909090909,0.6874125650399758,0.041666666666666664,0.1176758227740454,0.0227272727272727,0.09090909090909091,0.3407023124878865,6,2,3,5,0
71,SBN0971,0.6904906117504543,0.12879682301169904,0.05748502994011977,0.0,0.05555555555555555,0.13333333333333333,0.15384615384615385,0.0,0.09955857403213865,0.0,0.14294778825235674,0.09090909090909091,0.34395537478429183,0.007531626535245195,0.11507936507936505,0.46475655022351514,0.1005291005291005,0.14953895496458638,0.0476190476190476,0.09090909090909091,0.34395537478429183,3,3,3,6,0
72,MCF0600,0.5692617241913017,0.8925619834710744,0.05685720846549634,0.0,0.05555555555555555,0.8333333333333334,0.0,0.0,0.07679277244494635,0.0,0.2151183090269384,0.0,0.5930292645364617,0.004437862589371271,0.5,0.6959045059035729,0.5,0.7829747427502338,0.25,0.5454545454545454,0.5930292645364617,3,3,3,3,1
73,SRH0155,0.32001317740075774,0.0,0.3689019476574801,0.0,0.611111111111111,0.0,0.0,0.0,0.0,0.0,0.16852791878172585,0.0,0.4507739171352263,0.29196816843932233,0.0,0.49049449069018713,0.0,0.0,0.0,0.0,0.4507739171352263,5,4,3,-1,0
74,AJD0074,0.3414340228961639,0.14391222375005316,0.22575399067094923,0.0,0.5,0.13333333333333333,0.11538461538461539,0.0,0.09599096555618297,0.0,0.8540359490721476,0.09090909090909091,0.5097795852836224,0.27088615098757535,0.13679245283018865,0.43614136628505573,0.04716981132075469,0.16441039942107774,0.0188679245283018,0.09090909090909091,0.5097795852836224,5,2,3,-1,0
75,DJB0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08169231131187653,0.0,0.10532994923857865,0.0,0.4980953304147171,0.4695116194719323,0.0,0.8118466006305933,0.0,0.0,0.0,0.0,0.4980953304147171,27,5,1,-1,0
76,DRR0162,0.7596127364786137,0.10009132748777426,0.2811804961505561,0.0,0.0,0.1,0.0,0.0,0.07966146796731505,0.0,0.0,0.0,0.4258330721244654,0.2719779069585941,0.0898203592814371,0.5093299039924943,0.05389221556886226,0.10223892719705584,0.0179640718562874,0.18181818181818182,0.4258330721244654,5,5,1,-1,1
77,TVS0050,0.21826601492153327,0.0,0.22560593099515255,0.0,0.0,0.0,0.0,0.0,0.0734597528075789,0.0,0.0,0.0,0.3471336529270932,0.47781050551452675,0.0,0.5385146957850662,0.0,0.0,0.0,0.0,0.3471336529270932,27,2,2,-1,0
78,MSD0939,0.43438914027149317,0.0,0.22651839178785285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47440590892334455,0.24346255145064394,0.0,0.482376443544414,0.0,0.0,0.0,0.0,0.47440590892334455,0,2,2,6,0
79,SJC0333,0.7916083916083916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09433594890866255,0.0,0.0,0.0,0.4087371884614761,0.061173770676524644,0.0,0.5384744494919085,0.0,0.0,0.0,0.0,0.4087371884614761,6,5,3,1,0
80,ONL0276,0.0,0.0,0.3680489951773472,0.0,0.0,0.0,0.0,0.0,0.0675491979839806,0.0,0.0,0.0,0.4069450052400221,0.2346744010804233,0.0,0.42092694560647637,0.0,0.0,0.0,0.0,0.4069450052400221,22,2,3,4,0
81,MKS0204,0.5213421593243552,0.0,0.05730945439400251,0.0,0.0,0.0,0.0,0.0,0.4459679205415878,0.0,0.0,0.0,0.6113669067465164,0.2629255275958442,0.0,0.4299931339253753,0.0,0.0,0.0,0.0,0.6113669067465164,18,6,3,-1,0
82,JMK0099,0.792005577504067,0.17595001779429792,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.14268044880289776,0.0,0.1474619289340101,0.0,0.6540595193859033,0.2307948737329747,0.15789473684210525,0.446713387450866,0.09824561403508769,0.18929644035251836,0.0631578947368421,0.09090909090909091,0.6540595193859033,23,2,3,4,0
83,NMB0972,0.556252365801508,0.0,0.4255576758570771,0.0,0.0,0.0,0.0,0.0,0.0913671232846905,0.2,0.12196099385519633,0.0,0.41574980639425263,0.0082733525093142,0.0,0.5089208882750889,0.0,0.0,0.0,0.0,0.41574980639425263,3,3,3,6,0
