,user,email_size,attachments,recipients,working_day_emails,address_count,weekend_emails,insider,working_day_files,weekend_files,doc,exe,jpg,pdf,txt,zip,weekend_device,weekday_device,weekday_http,weekend_http,url_shortened,black_domains,tld_am,tld_co,tld_com,tld_eu,tld_fm,tld_gov,tld_li,tld_me,tld_net,tld_org,tld_ph,tld_tv,tld_uk,tld_us,role,functional_unit,department,team
23,HPH0075,29807.81914893617,0.7207446808510638,1.6515957446808511,1.0176991150442478,8,18,0,23,23,14.725247524752476,0.141089108910891,1.2227722772277227,4.611386138613861,1.1856435643564356,1.1905940594059403,7,7,180.0,180.0,0.0,1.0,0.0,0.0,159.52722772277227,1.0,2.730337078651685,1.751131221719457,0.0,1.25,2.5245901639344264,15.692513368983958,0.0,0.0,3.251700680272109,1.3461538461538465,34,2,3,1
24,DAR0885,30719.27429805616,0.5421166306695464,1.676025917926566,2.967948717948718,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29.0,29.0,0.0,0.0,0.0,0.0,24.2972972972973,1.0,0.0,1.9444444444444444,0.0,1.3333333333333333,1.5,3.066666666666667,0.0,0.0,1.2142857142857142,1.0,6,5,3,5
25,ALB0892,29957.74861247144,0.6304276852758733,1.6464250734573946,8.724137931034482,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29.0,29.0,0.0,0.0,0.0,0.0,24.24255319148936,0.0,1.1111111111111112,0.0,0.0,0.0,1.3529411764705883,4.026905829596412,0.0,0.0,1.417391304347826,1.0,6,5,3,5
26,JHP0583,30101.58536585365,0.2012195121951219,1.6829268292682926,1.0,2,1,0,4,4,2.9853372434017595,0.0351906158357771,0.2434017595307918,0.8914956011730205,0.2434017595307918,0.2609970674486803,2,2,10.0,10.0,0.0,1.7262773722627738,0.0,0.0,7.32089552238806,0.0,0.0,1.1904761904761905,0.0,0.0,1.375886524822695,1.9283276450511944,0.0,0.0,1.269736842105263,0.0,3,3,3,3
27,ATE0869,30023.188376753507,0.4231796927187709,1.6302605210420842,8.728862973760933,3,15,0,3,3,2.45985401459854,0.0145985401459854,0.2043795620437956,0.7445255474452555,0.1897810218978102,0.1970802919708029,1,1,153.0,153.0,5.323943661971831,1.25,0.0,5.155844155844156,137.83711340206185,1.0,1.2,1.1057692307692308,0.0,0.0,8.55849889624724,3.2337662337662336,1.0,0.0,1.0,1.5857142857142856,1,5,2,5
28,AHC0142,29983.91994410062,0.0,1.6458374925134758,14.561046511627907,2,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,95.0,95.0,1.08,1.0588235294117647,1.0,1.08,85.72279792746114,0.0,1.7,1.831858407079646,0.0,0.0,3.129963898916968,5.670270270270271,1.0,0.0,2.2885906040268456,1.0,31,3,4,-1
29,JKJ0698,30219.25657030224,0.5942838370565046,1.6406044678055192,8.8231884057971,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,10.0,0.0,1.05,0.0,0.0,7.64027149321267,0.0,1.0,1.9857549857549857,0.0,0.0,1.2911392405063291,1.2242990654205608,0.0,0.0,1.0,1.0,3,3,3,4
30,NGF0157,29854.28094951923,0.5600961538461539,1.6583533653846154,9.674418604651162,2,8,0,3,3,2.2588235294117647,0.0,0.1647058823529411,0.7411764705882353,0.188235294117647,0.2352941176470588,1,1,90.0,90.0,3.0,1.3221476510067114,0.0,2.888888888888889,80.65432098765432,0.0,1.0,1.3535353535353536,0.0,0.0,1.9845360824742269,7.234096692111959,0.0,0.0,2.3666666666666667,0.0,28,4,3,-1
31,BDI0533,29678.196994991653,0.4524207011686144,1.6540901502504173,8.65606936416185,2,2,0,6,5,4.0125,0.035,0.2925,1.2075,0.2875,0.31,2,2,30.0,30.0,1.0,1.0,1.2875,1.0,24.43015521064301,0.0,1.05,0.0,0.0,1.1320754716981132,1.8253424657534247,3.807692307692308,0.0,0.0,1.279503105590062,1.0,6,5,3,2
32,FKK0055,30738.021978021978,0.239010989010989,1.6181318681318682,1.0801186943620178,29,8,0,4,4,2.968503937007874,0.0236220472440944,0.2125984251968504,1.0393700787401574,0.2047244094488189,0.2834645669291338,1,1,100.0,100.0,1.0,1.676056338028169,0.0,1.0,90.84913793103448,1.0833333333333333,0.0,1.75,0.0,1.3333333333333333,2.442906574394464,3.838785046728972,1.0,3.919642857142857,2.899305555555556,1.411764705882353,15,2,1,-1
33,ESJ0670,30120.35731288019,0.5670457550912457,1.6297275852948956,9.79310344827586,2,9,0,22,22,14.476190476190476,0.1292517006802721,1.1904761904761905,4.360544217687075,1.2040816326530612,1.108843537414966,1,1,95.0,95.0,0.0,0.0,0.0,0.0,88.82127659574468,2.136986301369863,0.0,1.0,0.0,0.0,3.6556962025316455,1.3164556962025316,1.0,0.0,2.348993288590604,1.2307692307692308,15,2,1,4
34,BRB0355,30341.451489686784,0.5632798573975044,1.6427298192004074,10.518309859154929,2,9,0,3,2,1.927659574468085,0.0212765957446808,0.1659574468085106,0.6085106382978723,0.1319148936170212,0.1744680851063829,2,2,100.0,100.0,0.0,0.0,0.0,0.0,89.11208791208792,0.0,1.0,1.3846153846153846,0.0,0.0,4.42997542997543,6.822727272727272,0.0,0.0,1.3125,1.0,35,5,3,2
35,HLH0512,30211.925442122185,0.2094051446945337,1.6412781350482315,14.465116279069768,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29.0,29.0,1.0,1.65,0.0,1.0,22.817073170731707,0.0,0.0,1.0,0.0,0.0,2.971896955503513,3.537914691943128,0.0,1.0,1.3421052631578947,0.0,6,5,3,2
36,CTR0341,30044.615384615383,0.5355029585798816,1.6153846153846154,1.0,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29.0,29.0,0.0,0.0,0.0,0.0,28.23828920570265,0.0,0.0,0.0,0.0,0.0,1.219298245614035,1.4294478527607362,0.0,0.0,1.0,1.0,6,5,3,1
37,FOB0756,29752.1027479092,0.7401433691756273,1.6401831939466347,14.556521739130435,2,2,0,2,4,1.8703703703703705,0.0185185185185185,0.1851851851851851,0.6851851851851852,0.1666666666666666,0.1296296296296296,1,1,29.0,29.0,1.0,1.0,0.0,1.0,26.258823529411764,1.0,1.0,1.346774193548387,0.0,1.238095238095238,2.1007194244604315,1.5153374233128831,0.0,0.0,1.3176470588235294,1.0,6,5,3,4
38,IIW0249,30177.9940652819,0.0,1.6646884272997031,1.0,2,8,0,2,1,1.809523809523809,0.0238095238095238,0.1488095238095238,0.5,0.1726190476190476,0.1607142857142857,8,8,95.0,95.0,1.2,1.0714285714285714,0.0,1.1875,88.07416879795396,1.1666666666666667,1.6666666666666667,1.5,0.0,1.0714285714285714,2.526315789473684,4.3844011142061285,0.0,0.0,2.057017543859649,1.0,26,2,3,1
39,BRS0734,30298.997979484,0.5107242772769661,1.64796394156046,14.433908045977011,2,13,0,24,24,15.826666666666666,0.1733333333333333,1.44,4.68,1.3066666666666666,1.1733333333333331,1,1,162.0,162.0,0.0,0.0,15.233009708737864,0.0,135.0,1.1111111111111112,0.0,1.2857142857142858,0.0,0.0,1.9863013698630136,9.245283018867925,1.0,0.0,1.5757575757575757,2.011363636363636,1,5,2,4
40,RAW0915,30017.51492100644,0.0,1.615564657694558,8.809278350515465,2,8,0,3,2,1.8774193548387097,0.0064516129032258,0.1483870967741935,0.6064516129032258,0.1548387096774193,0.1677419354838709,1,1,100.0,100.0,1.25,3.132780082987552,0.0,1.2,92.65260545905709,0.0,1.3,1.8953488372093024,0.0,1.0,3.110410094637224,3.370262390670554,0.0,0.0,2.375968992248062,1.0,15,2,1,6
41,ABC0174,29946.519855595667,0.4384640630127995,1.656711519527404,8.806358381502891,2,13,1,3,2,2.016042780748663,0.0160427807486631,0.1283422459893048,0.6149732620320856,0.1818181818181818,0.1925133689839572,2,2,162.4822134387352,162.48837209302326,0.0,7.125,1.0909090909090908,0.0,151.3310810810811,1.0,2.4,2.895287958115184,0.0,1.463768115942029,7.927536231884058,2.5849056603773586,0.0,0.0,1.1111111111111112,1.5,1,5,2,1
42,JKF0465,29338.92447129909,0.0,1.649546827794562,1.0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,9.466666666666669,0.0,1.0769230769230769,0.0,0.0,0.0,1.1666666666666667,1.173913043478261,1.0,0.0,1.0,1.0,3,3,3,2
43,HDD0806,30344.751984126982,0.4077380952380952,1.655753968253968,2.938775510204082,2,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,95.0,95.0,0.0,1.1111111111111112,0.0,0.0,90.78389830508476,0.0,1.7608695652173914,2.583333333333333,0.0,0.0,2.547231270358306,2.62707182320442,1.0,0.0,1.6265060240963856,1.2857142857142858,2,2,2,5
44,SMH0291,29979.563798219584,0.685459940652819,1.6577645895153317,2.956140350877193,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,10.0,1.25,1.2056737588652482,0.0,1.25,7.16875,1.0,0.0,1.6666666666666667,0.0,0.0,1.5275862068965518,1.3705583756345177,1.08,0.0,1.05,1.1304347826086956,3,3,3,1
45,AOK0844,30059.79097193981,0.1813745424969499,1.634404229361529,10.691304347826089,2,1,0,5,5,3.247104247104247,0.0231660231660231,0.22007722007722,1.0115830115830116,0.2895752895752895,0.3088803088803089,1,1,10.0,10.0,1.25,1.6566523605150214,0.0,1.2857142857142858,7.655352480417754,0.0,0.0,1.2396694214876034,0.0,0.0,1.2755102040816326,1.7335907335907337,0.0,0.0,1.256,1.0,3,3,3,5
46,CMB0912,30094.18236092266,0.2149253731343283,1.6407055630936227,10.71220930232558,2,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,143.0,143.0,1.75,1.09375,4.259740259740259,1.75,128.11820330969266,0.0,1.4,3.034682080924856,0.0,0.0,5.388451443569553,4.334261838440112,1.0,0.0,3.158536585365854,1.3055555555555556,14,2,2,6
47,MLM0950,29952.011764705883,0.2220588235294117,1.6441176470588237,2.954022988505747,2,1,0,7,7,4.696103896103896,0.0519480519480519,0.3662337662337662,1.3064935064935066,0.3792207792207792,0.348051948051948,2,2,10.0,10.0,0.0,1.1869158878504673,0.0,0.0,8.173396674584323,0.0,0.0,1.5887445887445888,0.0,0.0,1.208695652173913,1.3687150837988826,0.0,0.0,1.0714285714285714,1.0,3,3,3,6
48,DRR0242,30369.637450199203,0.6653386454183267,1.6434262948207172,2.9186046511627906,2,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90.0,90.0,1.7608695652173914,0.0,0.0,1.7843137254901962,83.53636363636363,0.0,0.0,3.093385214007782,0.0,1.0,4.462162162162162,2.0340136054421767,0.0,0.0,1.0,0.0,0,2,2,1
49,LBF0214,30285.170191339377,0.5820745216515609,1.6283987915407856,2.9120234604105573,2,13,0,4,4,2.93609022556391,0.0451127819548872,0.2105263157894736,0.9661654135338346,0.2218045112781954,0.2669172932330827,1,1,150.0,150.0,0.0,1.983974358974359,0.0,0.0,140.06359649122808,0.0,0.0,4.3434903047091415,0.0,0.0,1.588785046728972,4.8325471698113205,1.0,0.0,2.627659574468085,0.0,25,1,6,1
50,LBH0942,30073.18007404914,0.702457085156513,1.6236957253450015,8.687134502923977,2,8,0,23,24,15.47019867549669,0.1677704194260485,1.225165562913907,4.933774834437086,1.1059602649006623,1.1346578366445916,8,8,95.0,95.0,0.0,0.0,0.0,0.0,91.72406181015452,0.0,1.4814814814814814,1.0,0.0,1.0,2.4302325581395348,2.4705882352941178,0.0,0.0,1.0,1.2,2,2,2,6
51,QOS0878,29808.00888450148,0.4155972359328727,1.6383678841724252,8.808695652173913,5,13,0,2,2,1.4285714285714286,0.0204081632653061,0.3061224489795918,0.6530612244897959,0.0612244897959183,0.1224489795918367,1,2,162.0,162.0,4.098360655737705,0.0,1.3333333333333333,4.153846153846154,141.64601769911505,0.0,2.740740740740741,4.080459770114943,0.0,0.0,8.575757575757576,6.467391304347826,0.0,0.0,2.037037037037037,1.6666666666666667,1,5,2,5
52,NGC0058,29734.398729946523,0.3693181818181818,1.6509024064171125,17.294797687861273,2,8,0,2,4,1.7746478873239435,0.0140845070422535,0.1408450704225352,0.5774647887323944,0.1690140845070422,0.1408450704225352,1,1,100.0,100.0,1.8846153846153848,0.0,0.0,1.893536121673004,91.31308411214954,0.0,1.3157894736842106,2.355072463768116,0.0,0.0,2.894230769230769,4.174934725848564,0.0,0.0,1.0,1.0,4,2,1,1
53,PTH0830,29419.109792284868,0.3768545994065282,1.6735905044510386,1.0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,10.0,0.0,1.6902985074626866,0.0,0.0,7.628235294117647,0.0,1.3636363636363635,0.0,0.0,0.0,1.0,2.202739726027397,0.0,1.0,1.1721311475409837,1.0,3,3,3,5
54,WIQ0567,29991.35847142374,0.4507947243828204,1.6351031450794724,8.595930232558139,2,8,0,6,6,4.3674911660777385,0.0318021201413427,0.3462897526501767,1.4240282685512369,0.3498233215547703,0.3886925795053003,1,1,95.0,95.0,0.0,0.0,1.1428571428571428,0.0,87.78506787330316,0.0,1.0,1.0,0.0,0.0,3.8282208588957056,4.571078431372549,1.0,0.0,1.0,1.0,0,2,2,3
55,BSS0369,30637.55757575757,0.0,1.6515151515151516,1.0,2,9,1,10,10,6.686098654708521,0.1210762331838565,0.5246636771300448,1.968609865470852,0.515695067264574,0.4753363228699551,11,11,120.00515463917526,120.0,0.0,1.0,0.0,0.0,114.13865546218489,0.0,1.3333333333333333,1.0,0.0,1.0,2.729032258064516,4.251162790697674,1.0,0.0,1.5333333333333334,1.0,7,1,6,3
56,DLM0051,30108.52861171007,0.0,1.6422292254105155,17.42485549132948,2,17,0,24,24,15.577981651376149,0.1536697247706422,1.25,5.011467889908257,1.2706422018348624,1.2155963302752293,8,8,190.0,190.0,1.0,0.0,0.0,1.0,171.7981651376147,0.0,2.8300653594771243,3.116,0.0,0.0,4.816976127320955,7.462532299741602,0.0,6.041666666666667,3.2968197879858656,2.0093457943925235,27,2,3,-1
57,NAF0326,30119.86369119421,0.2024527543224769,1.6224366706875757,14.375722543352602,2,15,0,6,5,3.8675,0.045,0.35,1.25,0.2725,0.33,2,2,162.0,162.0,0.0,0.0,1.2666666666666666,0.0,136.7089715536105,0.0,5.344660194174757,0.0,0.0,0.0,10.088578088578087,8.93525179856115,0.0,0.0,2.4005847953216373,1.593984962406015,1,5,2,1
58,OBH0499,29819.65651155005,0.0,1.6404419149648477,8.657971014492754,2,14,0,2,2,1.688073394495413,0.0275229357798165,0.146788990825688,0.573394495412844,0.1376146788990825,0.1513761467889908,8,8,162.0,162.0,0.0,1.4855769230769231,0.0,0.0,134.93735498839908,0.0,3.636363636363636,5.037037037037037,0.0,3.4285714285714284,3.7763975155279503,14.560570071258908,1.0,0.0,2.0943396226415096,3.497674418604652,1,5,2,2
59,EHB0420,29808.87518573552,0.0,1.646996391424326,13.615606936416183,2,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90.0,90.0,0.0,1.0,0.0,0.0,81.39814814814815,1.5,1.75,1.0,0.0,0.0,4.0339943342776206,4.546365914786968,1.1923076923076923,1.0,1.720496894409938,1.0,9,2,3,6
60,RAM0447,29891.060161779576,0.1784630940343781,1.6236097067745197,8.778409090909092,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,9.267260579064589,0.0,1.0,1.3150684931506849,0.0,0.0,1.0357142857142858,1.1666666666666667,0.0,1.0,1.0,1.0,3,3,3,2
61,RZC0746,29891.666666666668,0.6814814814814815,1.6111111111111112,10.8,2,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,162.0,162.0,3.956043956043956,0.0,11.683453237410072,4.113821138211383,137.87083333333334,1.0,2.555555555555556,3.507288629737609,0.0,0.0,3.8217821782178216,4.366028708133971,0.0,0.0,2.0,1.9966216216216215,1,5,2,4
62,BVC0790,29985.15653040877,0.0,1.6340977068793618,8.721739130434782,2,8,0,3,3,2.358490566037736,0.0415094339622641,0.1547169811320754,0.7245283018867924,0.2264150943396226,0.1735849056603773,2,2,95.0,95.0,1.0,0.0,0.0,1.0,75.1039260969977,1.3404255319148937,1.0,1.2549019607843137,0.0,0.0,7.597590361445783,10.085308056872035,0.0,1.0,2.931129476584022,1.0,35,5,3,5
63,LDD0560,29809.30036630037,0.7089577089577089,1.6303696303696305,8.729651162790697,2,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,95.0,95.0,0.0,0.0,1.25,0.0,91.975,0.0,1.6,0.0,0.0,0.0,2.0,3.125,0.0,0.0,1.0,1.5,22,2,2,3
64,MDH0686,29894.587135788894,0.2072567344694887,1.6487080813633863,10.575581395348838,2,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,95.0,95.0,1.4090909090909092,1.6363636363636365,1.8928571428571428,1.5555555555555556,85.93246187363835,0.0,1.7567567567567568,1.1923076923076923,0.0,0.0,3.074576271186441,5.825581395348837,0.0,0.0,2.3864734299516908,1.0909090909090908,2,2,2,4
65,JAJ0849,30846.643243243245,0.5702702702702702,1.6702702702702703,1.0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,10.0,0.0,1.7714285714285714,0.0,0.0,7.352941176470588,1.0,0.0,1.3258426966292134,0.0,1.2,1.08,1.893063583815029,0.0,0.0,1.232394366197183,1.0,3,3,3,5
66,MAD0496,29971.71030825323,0.5167384819356977,1.5856811402055022,8.770348837209303,2,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,162.0,162.0,5.475609756097561,1.843373493975904,1.5,5.373737373737374,149.77966101694915,0.0,1.6956521739130437,2.863636363636364,0.0,0.0,5.314606741573034,1.843373493975904,0.0,0.0,1.125,1.8421052631578947,1,5,2,2
67,IIL0513,29305.418181818182,0.4,1.6848484848484848,1.0,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30.0,30.0,1.05,0.0,0.0,1.1153846153846154,24.874715261959,0.0,1.196078431372549,1.6866666666666668,0.0,0.0,1.5924170616113744,3.3194805194805195,1.0,0.0,1.4835164835164836,1.0,6,5,3,2
